,Sim_time,Rec_time,Event
66,0:01:39.392855,76.63448596000671,Crossed line 'Broken'
67,0:01:39.545618,76.63448596000671,Crossed line 'Broken'
68,0:01:39.590199,76.63448596000671,Crossed line 'SolidSolid'
69,0:01:39.806086,77.13601303100586,Crossed line 'SolidSolid'
70,0:01:39.927148,77.13601303100586,Crossed line 'SolidSolid'
71,0:01:40.133010,77.13601303100586,Crossed line 'Broken'
72,0:01:42.738533,80.24663233757019,Crossed line 'Solid'
73,0:01:43.437607,80.77223896980286,Crossed line 'Solid'
74,0:01:43.734247,80.77223896980286,Crossed line 'Solid'
75,0:01:43.908498,81.27627539634705,Crossed line 'Broken'
76,0:01:44.180695,81.27627539634705,Crossed line 'Broken'
77,0:01:46.947872,84.4077308177948,Crossed line 'Broken'
78,0:01:47.164814,84.4077308177948,Crossed line 'Broken'
79,0:01:47.487601,84.94251275062561,Crossed line 'Broken'
80,0:01:47.645854,84.94251275062561,Crossed line 'Broken'
81,0:01:47.941069,84.94251275062561,Crossed line 'Solid'
82,0:01:50.904197,88.15467286109924,Crossed line 'Solid'
83,0:01:51.236305,88.6890435218811,Crossed line 'Solid'
84,0:01:53.787596,91.28771567344666,Crossed line 'Broken'
85,0:01:54.013081,91.28771567344666,Crossed line 'Broken' and 'SolidSolid'
86,0:01:54.223021,91.28771567344666,Crossed line 'SolidSolid'
87,0:01:54.264335,91.28771567344666,Crossed line 'SolidSolid'
88,0:01:54.461213,91.80013513565063,Crossed line 'SolidSolid'
89,0:01:55.619241,92.83183932304382,Crossed line 'Broken'
90,0:01:55.690948,92.83183932304382,Crossed line 'Broken'
91,0:01:56.440252,93.90394020080566,Crossed line 'Broken'
92,0:01:56.678826,93.90394020080566,Crossed line 'Broken'
93,0:01:56.829888,93.90394020080566,Crossed line 'Broken' and 'Solid'
94,0:01:57.007173,94.41636824607849,Crossed line 'Solid'
95,0:01:57.297604,94.41636824607849,Crossed line 'Solid'
96,0:01:57.414403,94.41636824607849,Crossed line 'Solid'
97,0:01:57.661602,94.9673981666565,Crossed line 'Broken'
98,0:01:57.766552,94.9673981666565,Crossed line 'Broken' and 'Solid'
99,0:01:57.876999,94.9673981666565,Crossed line 'Solid'
100,0:01:58.112534,95.49407887458801,Crossed line 'SolidSolid'
101,0:01:58.180730,95.49407887458801,Crossed line 'Broken'
102,0:01:58.320987,95.49407887458801,Crossed line 'Broken'
103,0:01:59.012541,96.02221894264221,Crossed line 'SolidSolid'
104,0:01:59.164634,96.55611515045166,Crossed line 'SolidSolid'
105,0:01:59.757854,97.07781314849854,Crossed line 'Broken'
106,0:01:59.804360,97.07781314849854,Crossed line 'Broken'
107,0:02:00.003087,97.07781314849854,Crossed line 'SolidSolid'
108,0:02:00.286222,97.58069586753845,Crossed line 'Broken'
109,0:02:00.482956,97.58069586753845,Crossed line 'Broken'
110,0:02:00.848947,98.10945200920105,Crossed line 'Broken'
111,0:02:03.272884,100.7095513343811,Crossed line 'Solid'
112,0:02:03.949273,101.23403453826904,Crossed line 'SolidSolid'
113,0:02:04.000330,101.23403453826904,Crossed line 'SolidSolid'
114,0:02:04.117611,101.23403453826904,Crossed line 'Broken'
115,0:02:04.250668,101.23403453826904,Crossed line 'Broken'
116,0:02:04.594334,101.75230264663696,Crossed line 'Broken'
117,0:02:05.541920,102.79526162147522,Crossed line 'Broken'
118,0:02:06.236699,103.32402038574219,Crossed line 'Broken' and 'SolidSolid'
119,0:02:06.550353,103.85258054733276,Crossed line 'SolidSolid'
120,0:02:06.965730,104.3816602230072,Crossed line 'Broken'
121,0:02:08.627505,105.94307541847229,Crossed line 'Broken'
122,0:02:09.164253,106.45514488220215,Crossed line 'Broken'
123,0:03:05.751868,162.8505985736847,Crossed line 'Broken'
124,0:03:06.809662,163.91689205169678,Crossed line 'Broken'
125,0:03:07.371830,164.4501609802246,Crossed line 'Broken'
126,0:03:08.322056,165.5341808795929,Crossed line 'Broken'
127,0:03:18.888912,176.4287233352661,Crossed line 'Broken'
128,0:03:21.389035,178.54536890983582,Crossed line 'Solid'
129,0:03:24.903552,182.17697143554688,Crossed line 'Broken'
130,0:03:26.171780,183.26655793190002,Crossed line 'Solid'
131,0:03:28.126600,185.39110136032104,Crossed line 'Solid'
132,0:03:32.816386,190.09495782852173,Crossed line 'Solid'
