,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle,Weather/Time
10,0:51:06.107093,5.664154052734375,33.222591400146484,10.235414505004883,True,35.26639366527731,287° NW,"(  3.3,-10.6,  9.8)","(-10.4,  0.3,-51.5)","( 292.2, -14.8)","( 0.000135,  0.002616)",0 m,85%,0%,3,-0.3220040202140808,Lincoln Mkz 2020,Clear Noon
11,0:51:06.807093,6.239213943481445,23.75296974182129,15.037593841552734,True,42.627674686209374,249° SW,"( -1.9, -5.6,  9.5)","(  5.2,  2.3,-17.7)","( 284.5, -13.3)","( 0.000117,  0.002547)",0 m,0%,13%,3,-0.04738304018974304,Lincoln Mkz 2020,Clear Noon
12,0:51:07.557093,6.772497892379761,26.178010940551758,15.037593841552734,True,12.04032719285804,248° SW,"(  4.6,  1.2,  9.6)","(  7.1, -2.9, 29.7)","( 279.8, -11.7)","( 0.000104,  0.002505)",0 m,85%,0%,2,0.4026169776916504,Lincoln Mkz 2020,Clear Noon
13,0:51:08.257093,7.303244113922119,27.100271224975586,10.1010103225708,True,18.331921303338483,277° NW,"(  4.3,  1.9, 10.0)","(  0.9,  1.4, 45.1)","( 277.0, -12.3)","( 0.000111,  0.002479)",0 m,85%,0%,1,0.3876357972621918,Lincoln Mkz 2020,Clear Noon
14,0:51:08.957093,7.80751371383667,27.548208236694336,15.552099227905273,True,29.797588024161037,294° NW,"( -0.4, -3.5,  9.9)","( -5.7,  2.0,-18.1)","( 272.6, -14.2)","( 0.000131,  0.002441)",0 m,85%,0%,N,-0.21236422657966614,Lincoln Mkz 2020,Clear Noon
15,0:51:09.607093,8.309082984924316,27.77777671813965,14.70588207244873,True,38.786652373249794,259° SW,"(  3.5,-12.2,  8.9)","( -1.7,  4.7,-63.9)","( 265.8, -14.3)","( 0.000128,  0.002378)",0 m,85%,0%,3,-0.2807777225971222,Lincoln Mkz 2020,Clear Noon
16,0:51:10.307093,8.839406490325928,26.455026626586914,15.22070026397705,True,1.7765276423006107,230° SW,"(  6.8, -5.6,  8.2)","(  1.7, -3.5,  3.8)","( 260.7, -12.1)","( 0.000105,  0.002334)",0 m,85%,0%,2,0.3192223012447357,Lincoln Mkz 2020,Clear Noon
17,0:51:11.007093,9.371060609817505,25.44529151916504,15.22070026397705,True,0.9147327885477817,231° SW,"(  2.2, -0.6,  9.7)","(  4.1, -0.3,  7.4)","( 260.5, -12.0)","( 0.000104,  0.002333)",0 m,85%,0%,1,0.7692222595214844,Lincoln Mkz 2020,Clear Noon
18,0:51:11.807093,9.96583104133606,28.490028381347656,13.755158424377441,True,10.068849271076225,249° SW,"(  4.5,  3.3,  9.7)","(  5.9, -1.4, 52.9)","( 259.2, -11.9)","( 0.000106,  0.002320)",0 m,85%,0%,1,0.7624924778938293,Lincoln Mkz 2020,Clear Noon
19,0:51:12.607093,10.495049238204956,27.397258758544922,12.886597633361816,True,22.62610683481406,292° NW,"(  7.2,  1.5,  9.8)","( -2.3, -1.0, 31.6)","( 255.7, -13.2)","( 0.000122,  0.002289)",0 m,85%,0%,2,0.16249242424964905,Lincoln Mkz 2020,Clear Noon
20,0:51:13.557093,11.010798454284668,37.174720764160156,18.01801872253418,True,39.06379777705839,288° NW,"(  1.0,-14.6,  9.1)","( -9.3,  4.8,-72.7)","( 247.5, -17.2)","( 0.000157,  0.002215)",0 m,85%,0%,3,-0.43750759959220886,Lincoln Mkz 2020,Clear Noon
21,0:51:14.457093,11.559666633605957,33.67003631591797,19.49317741394043,True,39.94989379161717,217° SW,"(  2.3, -9.0,  9.1)","(  7.0,  2.4,-33.2)","( 239.4, -12.6)","( 0.000107,  0.002144)",0 m,67%,0%,3,-0.11963245272636414,Lincoln Mkz 2020,Clear Noon
22,0:51:15.407093,12.083835124969482,34.364261627197266,17.06484603881836,True,0.7868130060965526,205° SW,"(  0.1, -1.6,  9.5)","(  1.1, -0.6, -1.2)","( 238.8, -12.3)","( 0.000103,  0.002141)",0 m,85%,0%,1,0.6303675770759583,Lincoln Mkz 2020,Clear Noon
23,0:51:16.057093,12.592584609985352,26.3157901763916,17.06484603881836,True,0.18137053818724225,205° SW,"(  0.3, -0.4,  9.8)","( -0.7,  0.1,  1.2)","( 238.8, -12.3)","( 0.000103,  0.002141)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
24,0:51:16.757093,13.113305807113647,27.548208236694336,14.619882583618164,True,0.2742054983784604,205° SW,"(  0.2, -0.6,  9.8)","(  0.4, -0.2, -0.9)","( 238.7, -12.3)","( 0.000103,  0.002140)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
25,0:51:17.507093,13.619055032730103,27.100271224975586,14.684288024902344,True,0.2530706146722132,205° SW,"(  0.3, -0.1,  9.7)","(  0.3, -0.1, -0.7)","( 238.7, -12.3)","( 0.000103,  0.002140)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
26,0:51:18.157093,14.134127616882324,28.169015884399414,13.315579414367676,True,0.16017248057476546,205° SW,"(  0.6, -0.1,  9.8)","(  0.3, -0.2,  2.3)","( 238.6, -12.3)","( 0.000103,  0.002139)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
27,0:51:18.957093,14.679881811141968,28.089887619018555,13.315579414367676,True,0.23459446925690244,204° SW,"(  0.1, -0.9,  9.7)","( -1.1,  0.3, -0.9)","( 238.6, -12.3)","( 0.000103,  0.002139)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
28,0:51:19.757093,15.195515155792236,32.894737243652344,13.333333015441895,True,0.3829819078070383,204° SW,"(  0.1, -0.6,  9.8)","(  0.2, -0.1,  0.1)","( 238.5, -12.3)","( 0.000103,  0.002138)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
29,0:51:20.707093,15.859482049942017,32.36246109008789,14.970060348510742,True,0.23583078569443702,204° SW,"(  0.3, -0.4,  9.8)","(  0.3, -0.2,  1.0)","( 238.5, -12.3)","( 0.000103,  0.002138)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
30,0:51:21.657093,16.42203998565674,32.78688430786133,13.793103218078613,True,0.18109470885743087,204° SW,"(  0.0, -0.7,  9.7)","( -0.1,  0.0, -1.2)","( 238.4, -12.3)","( 0.000103,  0.002137)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
31,0:51:22.557093,17.00637435913086,33.11258316040039,14.044943809509277,True,0.24524860359624903,204° SW,"(  0.2, -0.8,  9.8)","( -0.7,  0.5,  0.4)","( 238.3, -12.3)","( 0.000103,  0.002137)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
32,0:51:23.407093,17.520371675491333,33.003299713134766,14.044943809509277,True,0.20926463895749897,203° SW,"(  0.4, -0.3,  9.8)","(  0.5, -0.2, -0.1)","( 238.3, -12.3)","( 0.000103,  0.002136)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
33,0:51:24.457093,18.086182355880737,36.49635314941406,15.673980712890625,True,0.1765356210341638,202° SW,"(  0.3, -0.8,  9.9)","( -1.2,  0.4, -0.7)","( 238.2, -12.3)","( 0.000103,  0.002136)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
34,0:51:25.407093,18.624887228012085,35.46099090576172,14.084507942199707,True,0.14904637052620437,201° SW,"(  0.2, -0.4,  9.8)","(  0.3, -0.1, -1.4)","( 238.2, -12.3)","( 0.000103,  0.002136)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
35,0:51:26.407093,19.200151443481445,34.96503448486328,16.611295700073242,True,0.19255626745609075,200° SW,"(  0.3, -0.5,  9.8)","(  0.7, -0.2, -1.0)","( 238.2, -12.3)","( 0.000103,  0.002135)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
36,0:51:27.357093,19.75775456428528,34.843204498291016,19.45525360107422,True,0.1603116512825909,199° SW,"(  0.4, -0.3,  9.7)","( -0.0,  0.1,  0.7)","( 238.1, -12.3)","( 0.000103,  0.002135)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
37,0:51:28.307093,20.317522048950195,34.24657440185547,17.793594360351562,True,0.17584671345934022,198° SW,"(  0.3, -0.6,  9.8)","( -0.7,  0.2, -0.9)","( 238.1, -12.3)","( 0.000103,  0.002135)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
38,0:51:29.257093,20.84091329574585,36.3636360168457,17.39130401611328,True,0.15998573349768386,197° SW,"(  0.3, -0.5,  9.8)","( -0.5,  0.1, -1.2)","( 238.0, -12.3)","( 0.000103,  0.002135)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
39,0:51:30.157093,21.37504816055298,33.557044982910156,15.22070026397705,True,0.16794304323956857,196° SW,"(  0.4, -0.2,  9.7)","( -0.2,  0.1, -1.3)","( 238.0, -12.3)","( 0.000103,  0.002134)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
40,0:51:31.157093,21.90494728088379,36.23188400268555,17.574691772460938,True,0.19185901171292133,196° SW,"(  0.4, -0.2,  9.8)","( -0.4,  0.2, -0.9)","( 237.9, -12.3)","( 0.000103,  0.002134)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
41,0:51:32.007093,22.42533802986145,33.89830780029297,16.778522491455078,True,0.19345171523218754,195° SW,"(  0.3, -0.7,  9.8)","( -0.9,  0.6, -1.5)","( 237.9, -12.3)","( 0.000103,  0.002134)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
42,0:51:32.957093,22.958644151687622,34.96503448486328,20.53388214111328,True,0.18931022842874173,194° SW,"(  0.2, -0.6,  9.9)","( -0.2,  0.1, -1.2)","( 237.9, -12.3)","( 0.000103,  0.002134)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
43,0:51:33.907093,23.49419903755188,35.46099090576172,16.920473098754883,True,0.0914024546174846,193° SW,"(  0.4, -0.1,  9.8)","( -0.0,  0.0, -0.6)","( 237.8, -12.3)","( 0.000103,  0.002133)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
44,0:51:34.907093,24.03629446029663,36.3636360168457,21.32196044921875,True,0.0713633735644261,192° SW,"(  0.4, -0.2,  9.8)","(  0.5, -0.1, -1.5)","( 237.8, -12.3)","( 0.000103,  0.002133)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
45,0:51:35.907093,24.56961679458618,36.10108184814453,15.923566818237305,True,0.10913861957030148,191° SW,"(  0.3, -0.5,  9.8)","( -0.1,  0.0, -0.8)","( 237.7, -12.3)","( 0.000103,  0.002133)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
46,0:51:36.807093,25.083014488220215,36.23188400268555,20.28397560119629,True,0.11765088173186194,190° SW,"(  0.3, -0.3,  9.8)","( -0.0, -0.0, -0.9)","( 237.7, -12.3)","( 0.000103,  0.002133)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
47,0:51:37.707093,25.608425855636597,36.49635314941406,19.01140594482422,True,0.10831746534915272,190° SW,"(  0.3, -0.5,  9.8)","( -0.2,  0.1, -0.9)","( 237.7, -12.3)","( 0.000103,  0.002133)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
48,0:51:38.657093,26.12115216255188,37.45318603515625,17.605632781982422,True,0.13845997990480272,189° SW,"(  0.4, -0.3,  9.7)","(  0.4,  0.1,  0.3)","( 237.6, -12.3)","( 0.000103,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
49,0:51:39.607093,26.666726112365723,34.96503448486328,17.605632781982422,True,0.19561300600232595,189° SW,"(  0.3, -0.3,  9.8)","(  0.4, -0.0, -0.6)","( 237.6, -12.3)","( 0.000103,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
50,0:51:40.607093,27.222943544387817,35.46099090576172,16.69449234008789,True,0.05835990756504104,189° SW,"(  0.3, -0.6,  9.8)","(  0.0,  0.1, -0.5)","( 237.6, -12.3)","( 0.000103,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
51,0:51:41.607093,27.78118109703064,36.900367736816406,21.14164924621582,True,0.04674084329607325,188° SW,"(  0.3, -0.3,  9.8)","( -1.3,  0.1, -0.4)","( 237.6, -12.3)","( 0.000103,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
52,0:51:42.457093,28.2820041179657,35.335689544677734,21.14164924621582,True,0.07635733469473524,188° SW,"(  0.3, -0.7,  9.7)","(  0.2, -0.1, -0.4)","( 237.5, -12.3)","( 0.000103,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
53,0:51:43.507093,28.847638845443726,35.211265563964844,17.06484603881836,True,0.0027685135941282794,188° SW,"(  1.1, -0.4,  9.6)","(  2.6,  4.0, -1.0)","( 237.5, -12.4)","( 0.000103,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
54,0:51:44.457093,29.3720223903656,35.84229278564453,16.181230545043945,True,0.08769065008281231,187° SW,"(  0.1,  0.2,  9.8)","(  0.2, -0.1, -0.6)","( 237.5, -12.3)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
55,0:51:45.407093,29.88728427886963,34.013607025146484,17.30103874206543,True,0.062195934468776186,187° SW,"(  0.1, -0.1,  9.8)","(  0.9, -0.1, -0.7)","( 237.5, -12.3)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
56,0:51:46.257093,30.41822624206543,36.10108184814453,17.39130401611328,True,0.11663965230691077,186° SW,"(  0.1,  0.2,  9.7)","(  0.2, -0.0, -0.7)","( 237.4, -12.3)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
57,0:51:47.357093,30.991971731185913,36.23188400268555,19.841270446777344,True,0.1029523787608029,185° SW,"(  0.2,  0.4,  9.9)","(  0.2,  0.0, -0.7)","( 237.4, -12.3)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
58,0:51:48.207093,31.496320724487305,35.08771896362305,17.73049545288086,True,0.09571294384141166,185° SW,"( -0.0,  0.2,  9.8)","(  1.8, -0.2, -0.5)","( 237.4, -12.3)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
59,0:51:49.207093,32.002063035964966,34.96503448486328,15.7977876663208,True,0.10369520360610007,184° SW,"(  0.0, -0.1,  9.7)","(  0.2, -0.1, -0.5)","( 237.3, -12.3)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
60,0:51:50.157093,32.518126010894775,37.03703689575195,16.891891479492188,True,0.11975913976408804,184° SW,"(  0.0,  0.1,  9.8)","(  0.4, -0.1, -0.7)","( 237.3, -12.4)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
61,0:51:51.107093,33.037872552871704,35.587188720703125,18.148820877075195,True,0.22269424235064,183° SW,"(  0.1,  0.1,  9.8)","(  0.7, -0.1, -0.4)","( 237.3, -12.4)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
62,0:51:52.007093,33.56259727478027,37.03703689575195,18.08318328857422,True,0.10220060268674402,183° SW,"( -0.0,  0.1,  9.8)","( -0.1, -0.0, -0.8)","( 237.3, -12.4)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
63,0:51:53.057093,34.16208481788635,36.23188400268555,19.04762077331543,True,0.10951607570793308,182° SW,"( -0.0,  0.4,  9.8)","(  0.6, -0.1, -0.6)","( 237.2, -12.4)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
64,0:51:54.007093,34.66312026977539,36.764705657958984,15.7977876663208,True,0.03724255422163164,181° SW,"(  0.1,  0.1,  9.8)","(  2.1, -0.3, -0.1)","( 237.2, -12.4)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
65,0:51:55.007093,35.21390461921692,35.587188720703125,19.083969116210938,True,0.05032425378629432,181° SW,"( -0.0,  0.5,  9.8)","( -0.5,  0.1, -0.7)","( 237.2, -12.4)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
66,0:51:55.957093,35.75822138786316,34.96503448486328,18.587360382080078,True,0.085379901705166,181° SW,"( -0.1,  0.4,  9.8)","( -0.6,  1.2, -1.4)","( 237.2, -12.4)","( 0.000102,  0.002132)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
67,0:51:56.957093,36.28395080566406,36.23188400268555,17.24138069152832,True,0.1061053883859259,180°  S,"(  0.1,  0.1,  9.7)","(  0.9, -0.1, -0.4)","( 237.2, -12.4)","( 0.000102,  0.002131)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
68,0:51:57.957093,36.861701011657715,36.49635314941406,18.903593063354492,True,0.03571389281948127,180°  S,"(  0.0,  0.2,  9.8)","(  0.4, -0.0, -0.6)","( 237.1, -12.4)","( 0.000102,  0.002131)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
69,0:51:58.807093,37.41784405708313,27.173912048339844,18.903593063354492,True,0.08230347270512889,179° SE,"(  0.0,  0.5,  9.8)","(  0.7, -0.1, -0.5)","( 237.1, -12.4)","( 0.000102,  0.002131)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
70,0:51:59.307093,37.96122360229492,21.0970458984375,12.919897079467773,True,0.05255146392375601,179° SE,"(  0.0,  0.2,  9.7)","( -1.0,  0.0,  0.1)","( 237.1, -12.4)","( 0.000102,  0.002131)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
71,0:52:00.057093,38.47540545463562,23.31002426147461,12.919897079467773,True,0.03871145527303831,179° SE,"( -0.0,  0.1,  9.8)","( -1.1,  0.1,  0.1)","( 237.1, -12.4)","( 0.000102,  0.002131)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
72,0:52:00.857093,39.05460166931152,30.86419677734375,10.822510719299316,True,0.08351489863719506,178° SE,"(  0.0,  0.2,  9.8)","( -0.3,  0.1, -0.7)","( 237.1, -12.4)","( 0.000102,  0.002131)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
73,0:52:01.707093,39.57654309272766,29.6735897064209,12.820513725280762,True,0.062024549876491024,178° SE,"(  0.0,  0.1,  9.9)","( -1.9,  0.1, -0.4)","( 237.1, -12.4)","( 0.000102,  0.002131)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
74,0:52:02.507093,40.10061979293823,32.25806427001953,14.285714149475098,True,0.12532925327143668,178° SE,"(  0.0, -0.0,  9.8)","(  0.7, -0.2, -0.4)","( 237.1, -12.4)","( 0.000102,  0.002130)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
75,0:52:03.607094,40.6690149307251,37.31343078613281,16.611295700073242,True,0.036485956606984664,177° SE,"(  0.0,  0.4,  9.8)","(  1.5, -0.1, -0.3)","( 237.0, -12.4)","( 0.000102,  0.002130)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
76,0:52:04.507094,41.199015855789185,35.211265563964844,22.27171516418457,True,0.06006459074795203,177° SE,"(  0.1,  0.1,  9.8)","( -1.7, -0.1, -0.6)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
77,0:52:05.457094,41.700053453445435,35.211265563964844,15.748031616210938,True,0.009816008336615395,177° SE,"(  0.1, -0.1,  9.8)","(  1.6, -0.1,  0.0)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
78,0:52:06.407094,42.26395106315613,37.7358512878418,15.748031616210938,True,0.016214428935591264,177° SE,"(  0.0, -0.2,  9.8)","( -0.8,  0.0, -0.6)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
79,0:52:07.457094,42.801748275756836,37.03703689575195,14.814814567565918,True,0.009767011514962617,176° SE,"( -0.0, -0.5,  9.9)","(  4.3,  0.4,  0.2)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
80,0:52:08.407094,43.32138156890869,33.44481658935547,19.34235954284668,True,0.04122714542367488,176° SE,"(  0.1, -0.5,  9.7)","( -0.8, -0.3, -0.3)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
81,0:52:09.257094,43.84112620353699,36.49635314941406,14.084507942199707,True,0.0543425483429329,176° SE,"( -0.1, -0.5,  9.8)","(  0.4,  1.3,  0.7)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
82,0:52:10.307094,44.368958950042725,37.878787994384766,16.891891479492188,True,0.01831970830863119,176° SE,"(  0.0, -0.1,  9.8)","(  0.3, -0.1, -0.3)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
83,0:52:11.207094,44.90484428405762,34.24657440185547,18.518518447875977,True,0.05673028877317755,176° SE,"( -0.1, -0.4,  9.8)","(  0.9,  0.1,  0.0)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
84,0:52:12.207094,45.421130418777466,36.49635314941406,20.080322265625,True,0.0384895906913823,176° SE,"( -0.1, -0.4,  9.9)","( -3.3,  1.3, -1.2)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
85,0:52:13.207094,45.96240592002869,36.23188400268555,15.94896411895752,True,0.03958454342802505,176° SE,"(  0.0, -0.6,  9.8)","( -4.5, -0.2, -0.4)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
86,0:52:14.057094,46.46941947937012,36.49635314941406,15.94896411895752,True,0.0299501598844049,176° SE,"( -0.1, -0.5,  9.9)","( -0.6, -0.1,  0.2)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
87,0:52:15.107094,47.02872037887573,34.48276138305664,14.94768238067627,True,0.05250046989074468,176° SE,"(  0.0, -0.2,  9.9)","( -2.2,  0.0, -0.3)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
88,0:52:16.107094,47.56367015838623,36.764705657958984,17.85714340209961,True,0.011501361506835952,176° SE,"( -0.1, -0.3, 10.0)","(  2.3,  0.3,  0.6)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
89,0:52:17.057094,48.08218050003052,35.84229278564453,18.656715393066406,True,0.035171341056309924,176° SE,"( -0.0, -0.3,  9.8)","(  0.2, -0.1, -0.2)","( 237.0, -12.4)","( 0.000102,  0.002129)",0 m,85%,0%,1,0.800000011920929,Lincoln Mkz 2020,Clear Noon
