,Sim_time,Rec_time,Server_fps,Client_fps,Autopilot,Speed,Heading,Accelerometer,Gyroscope,Location,GNSS,Height,Throttle,Brake,Gear,Steering,Vehicle,Weather/Time
10,0:14:08.308318,5.15941047668457,26.80965232849121,27.247955322265625,False,76.60382061040733,335° NW,"(  2.7, 13.8,  9.3)","(  2.0,  1.8, 45.4)","(-38.6,  125.9)","(-0.001123, -0.000351)",0 m,100%,0%,6,0.16292250156402588,Nissan Patrol 2021,Clear Noon
11,0:14:08.835253,5.687966823577881,25.44529151916504,24.69135856628418,False,77.07799681603117,1° NE,"(  2.9, 18.0,  8.8)","(  1.2,  2.9, 52.3)","(-42.1,  115.2)","(-0.001025, -0.000379)",0 m,99%,0%,6,0.16661125421524048,Nissan Patrol 2021,Clear Noon
12,0:14:09.356391,6.209337949752808,26.455026626586914,26.737966537475586,True,77.95747430883497,22° NE,"(  3.7, 11.9,  9.3)","( -3.7,  0.5, 14.7)","(-41.1,  104.2)","(-0.000927, -0.000367)",0 m,99%,0%,6,-0.031798332929611206,Nissan Patrol 2021,Clear Noon
13,0:14:09.888698,6.767861366271973,25.38071060180664,17.95332145690918,True,24.705856031506926,23° NE,"(  6.5,  4.9,  2.3)","( 10.3,  9.4, 94.8)","(-38.8,  95.7)","(-0.000851, -0.000345)",0 m,16%,0%,6,-0.03484528139233589,Nissan Patrol 2021,Clear Noon
14,0:14:10.443483,7.320425987243652,28.32861328125,14.66275691986084,True,17.505503884285847,58° NE,"(  2.5, -3.6, 11.0)","( -3.7,  1.1, 65.7)","(-41.2,  97.7)","(-0.000874, -0.000362)",0 m,85%,0%,4,-0.800000011920929,Nissan Patrol 2021,Clear Noon
15,0:14:10.967389,7.821461200714111,26.109661102294922,14.66275691986084,True,11.968104905079485,92° SE,"(  1.6, -4.1,  9.5)","(  0.1, -1.4, 49.6)","(-42.5,  98.9)","(-0.000889, -0.000373)",0 m,85%,0%,3,-0.800000011920929,Nissan Patrol 2021,Clear Noon
16,0:14:11.453452,8.35851764678955,29.069766998291016,13.550135612487793,True,5.851592577458342,111° SE,"(  2.3, -1.9,  9.8)","(  0.6, -0.3, 20.7)","(-43.7,  99.2)","(-0.000895, -0.000384)",0 m,85%,0%,2,-0.800000011920929,Nissan Patrol 2021,Clear Noon
17,0:14:11.962452,8.859610557556152,28.011205673217773,15.698586463928223,True,1.5462118393359034,119° SE,"(  0.9, -0.7,  9.8)","(  0.5,  0.1,  4.7)","(-44.1,  99.1)","(-0.000895, -0.000388)",0 m,85%,0%,1,-0.800000011920929,Nissan Patrol 2021,Clear Noon
18,0:14:12.537402,9.380619049072266,33.222591400146484,14.814814567565918,True,1.7515824781584626,119° SE,"( -0.6,  0.1,  9.9)","(  0.5,  0.2, -6.1)","(-44.0,  99.2)","(-0.000895, -0.000388)",0 m,85%,0%,1,-0.800000011920929,Nissan Patrol 2021,Clear Noon
19,0:14:13.001486,9.907347202301025,26.8817195892334,14.814814567565918,True,5.996120106128797,113° SE,"(  4.2, -2.6,  9.8)","( -1.2, -0.3,-27.9)","(-43.5,  99.2)","(-0.000894, -0.000383)",0 m,85%,0%,1,-0.800000011920929,Nissan Patrol 2021,Clear Noon
20,0:14:13.563682,10.472699642181396,26.595745086669922,14.727540016174316,True,17.99329524487411,87° NE,"( -2.2, -5.5,  9.8)","( -0.6,  2.5,-70.4)","(-41.5,  98.6)","(-0.000885, -0.000364)",0 m,85%,0%,N,-0.800000011920929,Nissan Patrol 2021,Clear Noon
21,0:14:14.140715,11.058146715164185,27.100271224975586,15.432098388671875,True,25.86639894077183,40° NE,"(  4.2,-12.9, 10.2)","(  0.5, -3.0,-95.8)","(-39.0,  95.9)","(-0.000854, -0.000346)",0 m,85%,0%,3,-0.800000011920929,Nissan Patrol 2021,Clear Noon
22,0:14:14.689577,11.63994812965393,30.030029296875,14.388489723205566,True,30.24050582084286,346° NW,"( -2.6, -9.6,  9.9)","(  8.7,  5.1,-78.4)","(-39.4,  91.6)","(-0.000814, -0.000356)",0 m,0%,26%,3,-0.4999999701976776,Nissan Patrol 2021,Clear Noon
23,0:14:15.256933,12.160199880599976,30.1204833984375,15.576323509216309,True,26.392643184906838,317° NW,"( -1.7, -1.4,  9.8)","(  1.1, -0.2, -5.5)","(-41.8,  88.2)","(-0.000786, -0.000382)",0 m,0%,0%,3,-0.004535471089184284,Nissan Patrol 2021,Clear Noon
24,0:14:15.816468,12.668642044067383,26.455026626586914,13.623977661132812,True,22.695162976280226,323° NW,"( -0.9,  7.1,  9.6)","(  2.5,  1.2, 54.6)","(-43.9,  85.6)","(-0.000762, -0.000400)",0 m,85%,0%,3,0.7000000476837158,Nissan Patrol 2021,Clear Noon
25,0:14:16.347785,13.258268356323242,30.395137786865234,13.623977661132812,True,25.731717195857623,4° NE,"(  2.8, 10.0,  9.5)","( -0.3,  2.2, 84.8)","(-44.0,  81.8)","(-0.000728, -0.000395)",0 m,85%,0%,3,0.6725544333457947,Nissan Patrol 2021,Clear Noon
26,0:14:16.804679,13.760511636734009,25.641027450561523,15.822784423828125,True,32.74319695966333,37° NE,"(  0.7,  6.8,  9.8)","( -0.7,  1.2, 41.5)","(-41.5,  78.3)","(-0.000697, -0.000367)",0 m,0%,0%,3,0.22255438566207886,Nissan Patrol 2021,Clear Noon
27,0:14:17.359478,14.28609037399292,24.93765640258789,13.755158424377441,True,27.339807633909928,47° NE,"( -4.1, -4.9,  9.7)","( -2.3,  0.3,-38.4)","(-38.4,  75.3)","(-0.000670, -0.000339)",0 m,0%,10%,3,-0.37744563817977905,Nissan Patrol 2021,Clear Noon
28,0:14:17.848647,14.788995742797852,23.52941131591797,13.755158424377441,True,22.71080593585257,22° NE,"(  0.5,-10.8,  9.5)","( -1.2,  2.0,-80.6)","(-37.2,  72.3)","(-0.000641, -0.000332)",0 m,85%,0%,3,-0.800000011920929,Nissan Patrol 2021,Clear Noon
29,0:14:18.434282,15.34673023223877,27.548208236694336,12.453300476074219,True,29.340415881854025,336° NW,"(  4.0, -7.3,  9.7)","(  1.4,  0.8,-56.6)","(-38.6,  68.6)","(-0.000608, -0.000350)",0 m,85%,0%,3,-0.34999996423721313,Nissan Patrol 2021,Clear Noon
30,0:14:19.001192,15.9098801612854,28.32861328125,16.260162353515625,True,29.601094488258383,319° NW,"( -6.8,  2.3,  9.8)","(  1.9,  1.3, 22.3)","(-41.4,  64.9)","(-0.000574, -0.000379)",0 m,0%,66%,3,0.2500000596046448,Nissan Patrol 2021,Clear Noon
31,0:14:19.518951,16.43052911758423,32.57328796386719,15.128592491149902,True,19.74911156779942,338° NW,"( -0.1,  7.6,  9.7)","(  0.2,  0.9, 68.9)","(-42.6,  62.1)","(-0.000550, -0.000385)",0 m,85%,0%,3,0.7716993093490601,Nissan Patrol 2021,Clear Noon
32,0:14:20.094358,17.01940655708313,27.247955322265625,15.94896411895752,True,26.864344352273015,11° NE,"(  4.6,  3.2,  9.8)","( -0.6,  0.0, 28.1)","(-41.9,  58.3)","(-0.000515, -0.000375)",0 m,85%,0%,3,0.17169931530952454,Nissan Patrol 2021,Clear Noon
33,0:14:20.675479,17.58598494529724,31.948883056640625,13.089005470275879,True,27.435842738785897,14° NE,"( -6.4, -5.5,  9.6)","( -1.9,  1.7,-40.0)","(-40.8,  53.9)","(-0.000475, -0.000365)",0 m,0%,69%,3,-0.4283007085323334,Nissan Patrol 2021,Clear Noon
34,0:14:21.234595,18.140188217163086,27.322404861450195,13.089005470275879,True,4.3070198498401115,1° NE,"( -1.2,  0.1,  9.9)","( -0.4, -4.1, -5.5)","(-40.8,  52.4)","(-0.000461, -0.000366)",0 m,85%,0%,1,-0.2127690613269806,Nissan Patrol 2021,Clear Noon
35,0:14:21.790234,18.69537925720215,29.498525619506836,14.598540306091309,True,8.220015244149483,358° NW,"(  4.1, -0.6,  9.8)","( -0.2, -0.0, -8.8)","(-40.9,  51.5)","(-0.000454, -0.000368)",0 m,85%,0%,1,-0.16801123321056366,Nissan Patrol 2021,Clear Noon
36,0:14:22.354295,19.27462410926819,26.525197982788086,16.891891479492188,True,12.332778141626061,355° NW,"( -5.5,  0.1,  9.7)","( -0.6,  1.6, -0.0)","(-41.1,  49.4)","(-0.000435, -0.000370)",0 m,0%,100%,1,0.009627660736441612,Nissan Patrol 2021,Clear Noon
37,0:14:22.992968,19.81353235244751,30.58104133605957,14.164306640625,False,0.015052524707522441,355° NW,"( -0.1, -0.0,  9.9)","(  0.1, -1.6,  0.0)","(-41.1,  49.3)","(-0.000433, -0.000370)",0 m,0%,100%,1,0.005863545462489128,Nissan Patrol 2021,Clear Noon
38,0:14:23.481350,20.332796573638916,25.906734466552734,29.498525619506836,False,0.0019964832240536527,355° NW,"(  0.0,  0.0,  9.8)","( -0.0,  0.2,  0.0)","(-41.1,  49.3)","(-0.000433, -0.000370)",0 m,0%,100%,1,0.005863545462489128,Nissan Patrol 2021,Clear Noon
39,0:14:24.015133,20.906672954559326,29.239765167236328,30.58104133605957,False,0.28703006899958383,355° NW,"(  2.4,  0.1,  9.8)","( -0.0, -0.6,  0.3)","(-41.1,  49.2)","(-0.000433, -0.000370)",0 m,100%,0%,1,0.0015039155259728432,Nissan Patrol 2021,Clear Noon
40,0:14:24.565118,21.418635368347168,27.4725284576416,29.41176414489746,False,9.58367904853779,355° NW,"(  9.0, -0.0,  9.7)","(  0.0, -1.0,  0.3)","(-41.2,  48.5)","(-0.000427, -0.000371)",0 m,100%,0%,1,0.0015039155259728432,Nissan Patrol 2021,Clear Noon
41,0:14:25.083784,21.934138774871826,28.98550796508789,28.40909194946289,False,24.70375476748581,355° NW,"(  9.0,  0.0,  9.8)","(  0.0, -0.5,  0.3)","(-41.4,  45.9)","(-0.000404, -0.000373)",0 m,100%,0%,2,0.0015039155259728432,Nissan Patrol 2021,Clear Noon
