,data,Anomaly_Score,Timestamps
935,43E#0037100000000000,0.0037931425613647596,1671030741.691684
951,430#CD00073488002401,0.017091422743919504,1671030741.708074
960,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030741.719001
966,2AC#3000000000000000,0.004293990151188198,1671030741.722253
997,43E#0037100000000000,0.0037931425613647596,1671030741.744893
1034,43E#0037100000000000,0.0037931425613647596,1671030741.792232
1048,430#CD00073488002401,0.017091422743919504,1671030741.808466
1057,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030741.819077
1062,2AC#3000000000000000,0.004293990151188198,1671030741.822254
1095,43E#0037100000000000,0.0037931425613647596,1671030741.844885
1133,43E#0037100000000000,0.0037931425613647596,1671030741.891872
1146,430#CD00073488002401,0.017091422743919504,1671030741.907876
1162,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030741.918842
1167,2AC#3000000000000000,0.004293990151188198,1671030741.922201
1199,43E#0037100000000000,0.0037931425613647596,1671030741.945433
1245,43E#0037100000000000,0.0037931425613647596,1671030741.992055
1296,430#CD00073488002401,0.017091422743919504,1671030742.013678
1303,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030742.019526
1309,2AC#3000000000000000,0.004293990151188198,1671030742.022364
1340,43E#0037100000000000,0.0037931425613647596,1671030742.044858
1378,43E#0037100000000000,0.0037931425613647596,1671030742.092416
1390,430#CD00073488002401,0.017091422743919504,1671030742.107785
1400,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030742.118690
1405,2AC#3000000000000000,0.004293990151188198,1671030742.122234
1443,43E#0037100000000000,0.0037931425613647596,1671030742.144877
1484,43E#0037100000000000,0.0037931425613647596,1671030742.192044
1498,430#CD00073488002401,0.017091422743919504,1671030742.208140
1509,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030742.218577
1514,2AC#3000000000000000,0.004293990151188198,1671030742.222221
1546,43E#0037100000000000,0.0037931425613647596,1671030742.245378
1583,43E#0037100000000000,0.0037931425613647596,1671030742.291892
1598,430#CD00073488002401,0.017091422743919504,1671030742.307681
1607,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030742.318452
1613,2AC#3000000000000000,0.004293990151188198,1671030742.322166
1645,43E#0037100000000000,0.0037931425613647596,1671030742.344961
1683,43E#0037100000000000,0.0037931425613647596,1671030742.392379
1696,430#CD00073488002401,0.017091422743919504,1671030742.408119
1706,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030742.418472
1711,2AC#3000000000000000,0.004293990151188198,1671030742.422246
1743,43E#0037100000000000,0.0037931425613647596,1671030742.444952
1780,43E#0037100000000000,0.0037931425613647596,1671030742.492176
1792,430#CD00073488002401,0.017091422743919504,1671030742.507526
1805,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030742.518428
1810,2AC#3000000000000000,0.004293990151188198,1671030742.522234
1842,43E#0037100000000000,0.0037931425613647596,1671030742.545548
1877,43E#0037100000000000,0.0037931425613647596,1671030742.592031
1892,430#CD00073488002401,0.017091422743919504,1671030742.608089
1900,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030742.618386
1906,2AC#3000000000000000,0.004293990151188198,1671030742.622324
1948,43E#0037100000000000,0.0037931425613647596,1671030742.645738
1990,43E#0037100000000000,0.0037931425613647596,1671030742.692438
2006,430#CD00073488002401,0.017091422743919504,1671030742.707410
2016,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030742.718296
2021,2AC#3000000000000000,0.004293990151188198,1671030742.722217
2054,43E#0037100000000000,0.0037931425613647596,1671030742.744945
2090,43E#0037100000000000,0.0037931425613647596,1671030742.791792
2105,430#CD00073488002401,0.017091422743919504,1671030742.807833
2115,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030742.818045
2120,2AC#3000000000000000,0.004293990151188198,1671030742.822300
2152,43E#0037100000000000,0.0037931425613647596,1671030742.845393
2189,43E#0037100000000000,0.0037931425613647596,1671030742.891794
2204,430#CD00073488002401,0.017091422743919504,1671030742.907269
2218,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030742.918079
2224,2AC#3000000000000000,0.004293990151188198,1671030742.922314
2255,43E#0037100000000000,0.0037931425613647596,1671030742.944894
2308,43E#0037100000000000,0.0037931425613647596,1671030742.992531
2352,430#CD00073488002401,0.017091422743919504,1671030743.013206
2359,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030743.018681
2364,2AC#3000000000000000,0.004293990151188198,1671030743.022301
2397,43E#0037100000000000,0.0037931425613647596,1671030743.044888
2434,43E#0037100000000000,0.0037931425613647596,1671030743.091893
2447,430#CD00073488002401,0.017091422743919504,1671030743.107109
2458,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030743.117867
2463,2AC#3000000000000000,0.004293990151188198,1671030743.122179
2500,43E#0037100000000000,0.0037931425613647596,1671030743.145402
2541,43E#0037100000000000,0.0037931425613647596,1671030743.191788
2556,430#CD00073488002401,0.017091422743919504,1671030743.207573
2564,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030743.217728
2571,2AC#3000000000000000,0.004293990151188198,1671030743.222292
2602,43E#0037100000000000,0.0037931425613647596,1671030743.244969
2640,43E#0037100000000000,0.0037931425613647596,1671030743.292301
2653,430#CD00073488002401,0.017091422743919504,1671030743.307003
2663,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030743.317839
2668,2AC#3000000000000000,0.004293990151188198,1671030743.322239
2702,43E#0037100000000000,0.0037931425613647596,1671030743.344966
2739,43E#0037100000000000,0.0037931425613647596,1671030743.391893
2753,430#CD00073488002401,0.017091422743919504,1671030743.407406
2764,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030743.417585
2769,2AC#3000000000000000,0.004293990151188198,1671030743.422304
2800,43E#0037100000000000,0.0037931425613647596,1671030743.445417
2837,43E#0037100000000000,0.0037931425613647596,1671030743.491738
2850,430#CD00073488002401,0.017091422743919504,1671030743.506813
2861,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030743.517540
2867,2AC#3000000000000000,0.004293990151188198,1671030743.522318
2898,43E#0037100000000000,0.0037931425613647596,1671030743.544965
2934,43E#0037100000000000,0.0037931425613647596,1671030743.592313
2947,430#CD00073488002401,0.017091422743919504,1671030743.607340
2955,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030743.617468
2961,2AC#3000000000000000,0.004293990151188198,1671030743.622271
3004,43E#0037100000000000,0.0037931425613647596,1671030743.645408
3046,43E#0037100000000000,0.0037931425613647596,1671030743.691954
3063,430#CD00073488002401,0.017091422743919504,1671030743.706987
3074,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030743.717592
3079,2AC#3000000000000000,0.004293990151188198,1671030743.722190
3111,43E#0037100000000000,0.0037931425613647596,1671030743.745404
3147,43E#0037100000000000,0.0037931425613647596,1671030743.791837
3163,430#CD00073488002401,0.017091422743919504,1671030743.807122
3170,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030743.817211
3177,2AC#3000000000000000,0.004293990151188198,1671030743.822327
3208,43E#0037100000000000,0.0037931425613647596,1671030743.845057
3246,43E#0037100000000000,0.0037931425613647596,1671030743.892283
3259,430#CD00073488002401,0.017091422743919504,1671030743.906597
3273,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030743.917191
3279,2AC#3000000000000000,0.004293990151188198,1671030743.922289
3312,43E#0037100000000000,0.0037931425613647596,1671030743.945088
3363,43E#0037100000000000,0.0037931425613647596,1671030743.991898
3410,430#CD00073488002401,0.017091422743919504,1671030744.012796
3417,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030744.017779
3422,2AC#3000000000000000,0.004293990151188198,1671030744.022314
3454,43E#0037100000000000,0.0037931425613647596,1671030744.045505
3491,43E#0037100000000000,0.0037931425613647596,1671030744.091787
3505,430#CD00073488002401,0.017091422743919504,1671030744.106408
3513,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030744.117069
3520,2AC#3000000000000000,0.004293990151188198,1671030744.122332
3556,43E#0037100000000000,0.0037931425613647596,1671030744.145112
3598,43E#0037100000000000,0.0037931425613647596,1671030744.192427
3612,430#CD00073488002401,0.017091422743919504,1671030744.207134
3618,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030744.216747
3626,2AC#3000000000000000,0.004293990151188198,1671030744.222205
3659,43E#0037100000000000,0.0037931425613647596,1671030744.245067
3696,43E#0037100000000000,0.0037931425613647596,1671030744.291906
3710,430#CD00073488002401,0.017091422743919504,1671030744.306339
3719,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030744.316584
3726,2AC#3000000000000000,0.004293990151188198,1671030744.322299
3759,43E#0037100000000000,0.0037931425613647596,1671030744.345478
3796,43E#0037100000000000,0.0037931425613647596,1671030744.391822
3811,430#CD00073488002401,0.017091422743919504,1671030744.406754
3818,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030744.416583
3826,2AC#3000000000000000,0.004293990151188198,1671030744.422372
3856,43E#0037100000000000,0.0037931425613647596,1671030744.444955
3894,43E#0037100000000000,0.0037931425613647596,1671030744.492545
3905,430#CD00073488002401,0.017091422743919504,1671030744.506216
3915,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030744.516641
3922,2AC#3000000000000000,0.004293990151188198,1671030744.522319
3955,43E#0037100000000000,0.0037931425613647596,1671030744.544979
3990,43E#0037100000000000,0.0037931425613647596,1671030744.591818
4004,430#CD00073488002401,0.017091422743919504,1671030744.606604
4012,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030744.616605
4019,2AC#3000000000000000,0.004293990151188198,1671030744.622411
4066,43E#0037100000000000,0.0037931425613647596,1671030744.646032
4103,43E#0037100000000000,0.0037931425613647596,1671030744.691846
4117,430#CD00073488002401,0.017091422743919504,1671030744.706497
4127,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030744.716334
4137,2AC#3000000000000000,0.004293990151188198,1671030744.722232
4168,43E#0037100000000000,0.0037931425613647596,1671030744.745029
4205,43E#0037100000000000,0.0037931425613647596,1671030744.792391
4220,430#CD00073488002401,0.017091422743919504,1671030744.806669
4225,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030744.816392
4233,2AC#3000000000000000,0.004293990151188198,1671030744.822296
4266,43E#0037100000000000,0.0037931425613647596,1671030744.844937
4303,43E#0037100000000000,0.0037931425613647596,1671030744.891913
4317,430#CD00073488002401,0.017091422743919504,1671030744.906159
4331,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030744.916610
4338,2AC#3000000000000000,0.004293990151188198,1671030744.922318
4370,43E#0037100000000000,0.0037931425613647596,1671030744.945602
4418,43E#0037100000000000,0.0037931425613647596,1671030744.991920
4467,430#CD00073488002401,0.017091422743919504,1671030745.011594
4472,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030745.016818
4480,2AC#3000000000000000,0.004293990151188198,1671030745.022294
4510,43E#0037100000000000,0.0037931425613647596,1671030745.044936
4550,43E#0037100000000000,0.0037931425613647596,1671030745.092344
4561,430#CD00073488002401,0.017091422743919504,1671030745.105784
4568,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030745.115923
4576,2AC#3000000000000000,0.004293990151188198,1671030745.122267
4614,43E#0037100000000000,0.0037931425613647596,1671030745.145084
4655,43E#0037100000000000,0.0037931425613647596,1671030745.191866
4669,430#CD00073488002401,0.017091422743919504,1671030745.206223
4676,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030745.215694
4685,2AC#3000000000000000,0.004293990151188198,1671030745.222390
4718,43E#0037100000000000,0.0037931425613647596,1671030745.245594
4754,43E#0037100000000000,0.0037931425613647596,1671030745.291901
4769,430#CD00073488002401,0.017091422743919504,1671030745.305709
4775,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030745.315470
4784,2AC#3000000000000000,0.004293990151188198,1671030745.322294
4816,43E#0037100000000000,0.0037931425613647596,1671030745.345033
4854,43E#0037100000000000,0.0037931425613647596,1671030745.392339
4868,430#CD00073488002401,0.017091422743919504,1671030745.406284
4882,2AC#3000000000000000,0.004293990151188198,1671030745.422272
4914,43E#0037100000000000,0.0037931425613647596,1671030745.444999
4951,43E#0037100000000000,0.0037931425613647596,1671030745.492004
4963,430#CD00073488002401,0.017091422743919504,1671030745.505534
4973,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030745.515372
4981,2AC#3000000000000000,0.004293990151188198,1671030745.522301
5014,43E#0037100000000000,0.0037931425613647596,1671030745.545522
5048,43E#0037100000000000,0.0037931425613647596,1671030745.591983
5063,430#CD00073488002401,0.017091422743919504,1671030745.605973
5068,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030745.615364
5077,2AC#3000000000000000,0.004293990151188198,1671030745.622377
5123,43E#0037100000000000,0.0037931425613647596,1671030745.645030
5161,43E#0037100000000000,0.0037931425613647596,1671030745.692551
5172,430#CD00073488002401,0.017091422743919504,1671030745.705379
5180,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030745.715384
5192,2AC#3000000000000000,0.004293990151188198,1671030745.722358
5225,43E#0037100000000000,0.0037931425613647596,1671030745.745137
5261,43E#0037100000000000,0.0037931425613647596,1671030745.791935
5276,430#CD00073488002401,0.017091422743919504,1671030745.805852
5283,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030745.815163
5291,2AC#3000000000000000,0.004293990151188198,1671030745.822448
5324,43E#0037100000000000,0.0037931425613647596,1671030745.845516
5360,43E#0037100000000000,0.0037931425613647596,1671030745.891976
5374,430#CD00073488002401,0.017091422743919504,1671030745.905281
5386,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030745.915074
5395,2AC#3000000000000000,0.004293990151188198,1671030745.922312
5427,43E#0037100000000000,0.0037931425613647596,1671030745.945137
5479,43E#0037100000000000,0.0037931425613647596,1671030745.992654
5521,430#CD00073488002401,0.017091422743919504,1671030746.010697
5527,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030746.016014
5535,2AC#3000000000000000,0.004293990151188198,1671030746.022384
5569,43E#0037100000000000,0.0037931425613647596,1671030746.045360
5605,43E#0037100000000000,0.0037931425613647596,1671030746.092109
5617,430#CD00073488002401,0.017091422743919504,1671030746.105087
5626,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030746.114980
5634,2AC#3000000000000000,0.004293990151188198,1671030746.122465
5670,43E#0037100000000000,0.0037931425613647596,1671030746.145535
5712,43E#0037100000000000,0.0037931425613647596,1671030746.191965
5727,430#CD00073488002401,0.017091422743919504,1671030746.205452
5731,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030746.214705
5741,2AC#3000000000000000,0.004293990151188198,1671030746.222506
5774,43E#0037100000000000,0.0037931425613647596,1671030746.244982
5811,43E#0037100000000000,0.0037931425613647596,1671030746.292327
5824,430#CD00073488002401,0.017091422743919504,1671030746.305152
5831,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030746.314737
5839,2AC#3000000000000000,0.004293990151188198,1671030746.322385
5874,43E#0037100000000000,0.0037931425613647596,1671030746.345224
5910,43E#0037100000000000,0.0037931425613647596,1671030746.391934
5924,430#CD00073488002401,0.017091422743919504,1671030746.405411
5932,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030746.414775
5940,2AC#3000000000000000,0.004293990151188198,1671030746.422377
5972,43E#0037100000000000,0.0037931425613647596,1671030746.445513
6008,43E#0037100000000000,0.0037931425613647596,1671030746.492089
6021,430#CD00073488002401,0.017091422743919504,1671030746.504850
6029,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030746.514697
6038,2AC#3000000000000000,0.004293990151188198,1671030746.522385
6070,43E#0037100000000000,0.0037931425613647596,1671030746.545047
6105,43E#0037100000000000,0.0037931425613647596,1671030746.592566
6119,430#CD00073488002401,0.017091422743919504,1671030746.605564
6123,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030746.614367
6132,2AC#3000000000000000,0.004293990151188198,1671030746.622330
6181,43E#0037100000000000,0.0037931425613647596,1671030746.645014
6217,43E#0037100000000000,0.0037931425613647596,1671030746.691926
6229,430#CD00073488002401,0.017091422743919504,1671030746.704826
6237,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030746.714480
6248,2AC#3000000000000000,0.004293990151188198,1671030746.722525
6283,43E#0037100000000000,0.0037931425613647596,1671030746.745528
6318,43E#0037100000000000,0.0037931425613647596,1671030746.792008
6334,430#CD00073488002401,0.017091422743919504,1671030746.805366
6338,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030746.814345
6348,2AC#3000000000000000,0.004293990151188198,1671030746.822372
6381,43E#0037100000000000,0.0037931425613647596,1671030746.845251
6417,43E#0037100000000000,0.0037931425613647596,1671030746.892643
6430,430#CD00073488002401,0.017091422743919504,1671030746.904851
6441,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030746.914369
6450,2AC#3000000000000000,0.004293990151188198,1671030746.922422
6484,43E#0037100000000000,0.0037931425613647596,1671030746.945033
6535,43E#0037100000000000,0.0037931425613647596,1671030746.992143
6575,430#CD00073488002401,0.017091422743919504,1671030747.009382
6585,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030747.014784
6593,2AC#3000000000000000,0.004293990151188198,1671030747.022379
6626,43E#0037100000000000,0.0037931425613647596,1671030747.045604
6662,43E#0037100000000000,0.0037931425613647596,1671030747.092084
6676,430#CD00073488002401,0.017091422743919504,1671030747.104473
6681,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030747.113997
6691,2AC#3000000000000000,0.004293990151188198,1671030747.122377
6729,43E#0037100000000000,0.0037931425613647596,1671030747.145391
6765,43E#0037100000000000,0.0037931425613647596,1671030747.192492
6779,430#CD00073488002401,0.017091422743919504,1671030747.205159
6787,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030747.213972
6797,2AC#3000000000000000,0.004293990151188198,1671030747.222435
6831,43E#0037100000000000,0.0037931425613647596,1671030747.244998
6867,43E#0037100000000000,0.0037931425613647596,1671030747.291910
6881,430#CD00073488002401,0.017091422743919504,1671030747.304375
6888,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030747.313842
6897,2AC#3000000000000000,0.004293990151188198,1671030747.322473
6931,43E#0037100000000000,0.0037931425613647596,1671030747.345544
6967,43E#0037100000000000,0.0037931425613647596,1671030747.391994
6982,430#CD00073488002401,0.017091422743919504,1671030747.404827
6987,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030747.413656
6997,2AC#3000000000000000,0.004293990151188198,1671030747.422417
7029,43E#0037100000000000,0.0037931425613647596,1671030747.445016
7065,43E#0037100000000000,0.0037931425613647596,1671030747.492643
7077,430#CD00073488002401,0.017091422743919504,1671030747.504408
7084,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030747.513857
7093,2AC#3000000000000000,0.004293990151188198,1671030747.522380
7127,43E#0037100000000000,0.0037931425613647596,1671030747.544993
7161,43E#0037100000000000,0.0037931425613647596,1671030747.592263
7175,430#CD00073488002401,0.017091422743919504,1671030747.604622
7181,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030747.613372
7190,2AC#3000000000000000,0.004293990151188198,1671030747.622407
7238,43E#0037100000000000,0.0037931425613647596,1671030747.645454
7274,43E#0037100000000000,0.0037931425613647596,1671030747.692019
7287,430#CD00073488002401,0.017091422743919504,1671030747.704082
7292,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030747.713404
7302,2AC#3000000000000000,0.004293990151188198,1671030747.722386
7340,43E#0037100000000000,0.0037931425613647596,1671030747.745086
7375,43E#0037100000000000,0.0037931425613647596,1671030747.792410
7389,430#CD00073488002401,0.017091422743919504,1671030747.804549
7394,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030747.813456
7403,2AC#3000000000000000,0.004293990151188198,1671030747.822383
7437,43E#0037100000000000,0.0037931425613647596,1671030747.845053
7473,43E#0037100000000000,0.0037931425613647596,1671030747.893463
7486,430#CD00073488002401,0.017091422743919504,1671030747.904455
7499,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030747.914052
7507,2AC#3000000000000000,0.004293990151188198,1671030747.922268
7541,43E#0037100000000000,0.0037931425613647596,1671030747.945464
7588,43E#0037100000000000,0.0037931425613647596,1671030747.992048
7633,430#CD00073488002401,0.017091422743919504,1671030748.008662
7641,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030748.013692
7650,2AC#3000000000000000,0.004293990151188198,1671030748.022352
7683,43E#0037100000000000,0.0037931425613647596,1671030748.044958
7719,43E#0037100000000000,0.0037931425613647596,1671030748.092557
7732,430#CD00073488002401,0.017091422743919504,1671030748.104025
7737,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030748.113238
7746,2AC#3000000000000000,0.004293990151188198,1671030748.122341
7785,43E#0037100000000000,0.0037931425613647596,1671030748.145068
7821,43E#0037100000000000,0.0037931425613647596,1671030748.191944
7835,430#CD00073488002401,0.017091422743919504,1671030748.204212
7843,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030748.213030
7855,2AC#3000000000000000,0.004293990151188198,1671030748.222437
7888,43E#0037100000000000,0.0037931425613647596,1671030748.245648
7924,43E#0037100000000000,0.0037931425613647596,1671030748.292004
7939,430#CD00073488002401,0.017091422743919504,1671030748.303668
7944,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030748.313101
7954,2AC#3000000000000000,0.004293990151188198,1671030748.322397
7988,43E#0037100000000000,0.0037931425613647596,1671030748.345093
8024,43E#0037100000000000,0.0037931425613647596,1671030748.392637
8038,430#CD00073488002401,0.017091422743919504,1671030748.404219
8043,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030748.412596
8052,2AC#3000000000000000,0.004293990151188198,1671030748.422367
8085,43E#0037100000000000,0.0037931425613647596,1671030748.445067
8121,43E#0037100000000000,0.0037931425613647596,1671030748.492002
8133,430#CD00073488002401,0.017091422743919504,1671030748.503441
8142,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030748.512907
8151,2AC#3000000000000000,0.004293990151188198,1671030748.522407
8184,43E#0037100000000000,0.0037931425613647596,1671030748.545643
8218,43E#0037100000000000,0.0037931425613647596,1671030748.591926
8233,430#CD00073488002401,0.017091422743919504,1671030748.604060
8237,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030748.612813
8247,2AC#3000000000000000,0.004293990151188198,1671030748.622318
8295,43E#0037100000000000,0.0037931425613647596,1671030748.645088
8331,43E#0037100000000000,0.0037931425613647596,1671030748.692558
8343,430#CD00073488002401,0.017091422743919504,1671030748.703352
8348,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030748.712694
8357,2AC#3000000000000000,0.004293990151188198,1671030748.722367
8397,43E#0037100000000000,0.0037931425613647596,1671030748.745041
8432,43E#0037100000000000,0.0037931425613647596,1671030748.792061
8446,430#CD00073488002401,0.017091422743919504,1671030748.803866
8453,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030748.812582
8462,2AC#3000000000000000,0.004293990151188198,1671030748.822416
8495,43E#0037100000000000,0.0037931425613647596,1671030748.845568
8531,43E#0037100000000000,0.0037931425613647596,1671030748.892024
8545,430#CD00073488002401,0.017091422743919504,1671030748.903470
8554,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030748.912687
8565,2AC#3000000000000000,0.004293990151188198,1671030748.922374
8599,43E#0037100000000000,0.0037931425613647596,1671030748.945019
8654,43E#0037100000000000,0.0037931425613647596,1671030748.993535
8690,430#CD00073488002401,0.017091422743919504,1671030749.007964
8698,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030749.012982
8706,2AC#3000000000000000,0.004293990151188198,1671030749.022398
8740,43E#0037100000000000,0.0037931425613647596,1671030749.045282
8776,43E#0037100000000000,0.0037931425613647596,1671030749.092064
8788,430#CD00073488002401,0.017091422743919504,1671030749.103092
8795,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030749.112331
8804,2AC#3000000000000000,0.004293990151188198,1671030749.122326
8842,43E#0037100000000000,0.0037931425613647596,1671030749.145615
8878,43E#0037100000000000,0.0037931425613647596,1671030749.192013
8893,430#CD00073488002401,0.017091422743919504,1671030749.203815
8898,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030749.212158
8908,2AC#3000000000000000,0.004293990151188198,1671030749.222372
8944,43E#0037100000000000,0.0037931425613647596,1671030749.245329
8984,43E#0037100000000000,0.0037931425613647596,1671030749.292574
8995,430#CD00073488002401,0.017091422743919504,1671030749.303158
9000,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030749.312259
9009,2AC#3000000000000000,0.004293990151188198,1671030749.322370
9044,43E#0037100000000000,0.0037931425613647596,1671030749.345144
9081,43E#0037100000000000,0.0037931425613647596,1671030749.391929
9095,430#CD00073488002401,0.017091422743919504,1671030749.403379
9102,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030749.411950
9112,2AC#3000000000000000,0.004293990151188198,1671030749.422624
9142,43E#0037100000000000,0.0037931425613647596,1671030749.445675
9181,43E#0037100000000000,0.0037931425613647596,1671030749.492175
9192,430#CD00073488002401,0.017091422743919504,1671030749.503362
9199,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030749.512250
9209,2AC#3000000000000000,0.004293990151188198,1671030749.522414
9241,43E#0037100000000000,0.0037931425613647596,1671030749.545232
